Owner1,Owner2,SiteAddress,MailAddress,MailCity,APN,LastSeller,LastSaleDate,LastSaleValue
FOOTHILLS VILLAGE LLC,,44 OCEAN VIS # 48,18026 N CAVE CREEK RD,PHOENIX,939-630-34,"LARES, RALPH; LARES, MIKEY",10/09/2020,0.0
NAPHTALI LLC,,1900 W BALBOA BLVD,1847 W HEATHERBRAE DR,PHOENIX,932-700-58,"LE, BAOAN ANDY GIA; SOM, LINDA SINAT",12/09/2021,0.0
ROYCE BEACHVIEW LLC,,17261 GOTHARD ST,1742 N 24TH STE 325,PHOENIX,111-010-33,"BOGGS STEELE MOBILE HOME PARKS LLC, ; S&G LLC,",03/18/2021,0.0
ONNI HUNTINGTON BEACH LLC,,17091 BEACH BLVD,5055 N 32ND ST STE 200,PHOENIX,165-364-27,"J & J INVESTMENTS LLC,",02/21/2007,0.0
AREC 13 LLC,,15162 BEACH BLVD,PO BOX 29046,PHOENIX,107-151-34,"AMERCO REAL ESTATE CO, ; U HAUL REAL ESTATE CO,",07/11/2005,0.0
ONNI HUNTINGTON BEACH LLC,,7842 WARNER AVE,5055 N 32ND ST STE 200,PHOENIX,165-364-13,"J & J INVESTMENTS LLC,",02/21/2007,0.0
3114 W OCEANFRONT #B LLC,,3114 W OCEANFRONT APT B,PO BOX 1597,PLACENTIA,932-840-26,"BROWN, REGINA F; FRANCUZ, GREGORY R",,0.0
INTELLIGENT HOMES LLC,,21292 SEAFORTH LN,6010 W SPRING CREEK PKWY # 108,PLANO,148-085-02,"ROY, JEFFREY D",06/29/2010,0.0
SUNFLOWER98 LLC,,18847 LISTER LN,5921 HEMPSTEAD DR,PLANO,934-550-01,"BARRON, MITCHELL HAROLD; BARRON, JUDY SUN",10/30/2014,0.0
JAMESON NEWPORT LLC,,204 E OCEANFRONT,19360 RINALDI ST # 118,PORTER RANCH,932-941-06,"NAKLEH, MICHAEL",06/04/2021,0.0
JAMESON NEWPORT LLC,,204 1/2 E OCEANFRONT,19360 RINALDI ST # 118,PORTER RANCH,932-941-07,"NAKLEH, MICHAEL",11/19/2014,0.0
QUEENS VILLAGE ISLAND PARTNERS LLC,,5371 VICTORIA PL,8017 211TH ST,QUEENS VILLAGE,195-422-50,"BLACKMAN, MITCHELL; LARRAIN, ADRIENNE",05/24/2010,0.0
WENSHAW OAK LLC,,2322 WHITESANDS DR,30767 GATEWAY PL # 220,RANCHO MISSION VIEJO,025-071-25,"WANSIKEHIAN, MAHER; WANSIKEHIAN, ROSEMARY",03/24/2021,0.0
YHRP DEVELOPMENT LLC,,18601 DEMION LN,30136 AVENIDA DE CALMA,RANCHO PALOS VERDES,157-502-08,"CHANG, YU WEN; CHANG, HAN CHUAN L",,0.0
5011 ARGOSY AVENUE #17 LLC,,5011 ARGOSY AVE STE 17,6423 RIO LINDA DR,RANCHO PALOS VERDES,939-010-54,"HOPPER, BRIAN D; HOPPER, KELLY M",04/30/2018,0.0
CHI YU HU DRISCOLL LLC,,608 17TH ST,PO BOX 5010,RANCHO SANTA FE,023-143-16,"YEE, MARCIA HU",04/04/2023,0.0
JAS MARILLEY LLC,,16635 CASTAWAY LN,41 BLACK ROCK TPKE,REDDING,178-631-36,"MARILLEY, JAMES A; MARILLEY, SUSAN K",11/06/2001,0.0
616 CREST LLC,,616 CREST AVE,1267 WILLIS ST # 200,REDDING,023-093-25,"NASHED, MARK",06/25/2013,0.0
YAHWEH IS ABEL IN THE OC LLC,,219 2ND ST,2726 VERMEER PL,REDDING,024-165-21,"ABEL, CHAD AARON; ABEL, CORI REA",03/20/2026,0.0
224 3RD LLC,,224 3RD ST,1267 WILLIS ST # 200,REDDING,024-165-08,"NASHED, MARK",07/29/2016,0.0
117 WALNUT LLC,,121 WALNUT AVE,1267 WILLIS ST # 200,REDDING,024-163-02,"NASHED, MARK",10/19/2018,0.0
201 1ST LLC,,201 1ST ST,1267 WILLIS ST # 200,REDDING,024-162-24,"NASHED, MARK",06/23/2011,0.0
DENISE LANE HOLDINGS LLC,,401 ALABAMA ST,PO BOX 994446,REDDING,024-206-32,"CHAPMAN, SHARI D; CHARISTENSEN, VICKI L",12/22/2017,0.0
KAAPS PROPERTIES LLC,,1845 ANAHEIM AVE UNIT 3,PO BOX 2124,REDLANDS,937-360-33,"MUNDY, PERRIE ANN; PERRIE ANN MUNDY LIVING TRUST,",,0.0
DRV TESSA LLC,,18816 NETTLEWOOD CIR # 13,56 PALOS VERDES BLVD,REDONDO BEACH,933-350-13,"VEYRASSET, VICTOR",,0.0
537 PARTNERS LLC,,2708 HILLTOP DR # 52,537 PASEO DE LA PLAYA,REDONDO BEACH,934-610-52,"KROTZ, F MICHAEL",09/21/2012,0.0
WEST RIDGE RENTALS LLC,,215 DETROIT AVE,2015 MANHATTAN BEACH BLVD STE 100,REDONDO BEACH,024-201-20,"WEST RIDGE RENTALS LLC, ; WEST RIDGE RENTALS LLC,",09/13/2006,0.0
PENN BEACH LLC,,113 7TH ST,10322 VIA BIANCA,RENO,024-124-29,"SUSAN R PENNINGTON 2025 TRUST, ; PENNINGTON, SUSAN R",01/31/2008,0.0
SPAULDING PROPERTIES LLC,,24 ODYSSEY CT # 110,3755 RANCH CREST DR,RENO,932-581-10,"SPAULDING, MARGARET B; MARGARET B SPAULDING REVOCABLE INTERVIVO,",02/27/1998,0.0
SPAULDING PROPERTIES LLC,,20 BARUNA CT # 63,3755 RANCH CREST DR,RENO,932-580-63,"SPAULDING, MARGARET B; MARGARET B SPAULDING REVOCABLE INTER VIV,",02/20/1996,0.0
ATN LLC,,18586 GARNET LN,18586 GRANITE AVE # K,RIVERSIDE,111-391-59,"NGUYEN, AMADEUS; NGUYEN, TRIEU",02/13/2020,0.0
WAKE REAL ESTATE LLC,,302 7TH ST,1441 MONROE ST,RIVERSIDE,024-141-23,"BORGER, RODNEY; BORGER, MARGARET",03/04/2021,0.0
LUCY VS REAL ESTATE LLC,,320 5TH ST,3000 TYLER ST,RIVERSIDE,937-192-44,"LOPEZ, ARTHUR M; THE VG TRUST,",11/08/2004,0.0
CANYON BLUFFS HOLDINGS LLC,,2184 CANYON DR # 1,19208 LURIN AVE,RIVERSIDE,935-500-01,"EANNARINO, STEVEN R; ACEVEDO, TANIA K",02/22/2019,0.0
PAASCH LLC,,409 BOLSA AVE,1630 MONROE ST,RIVERSIDE,937-351-22,"PAASCH, JAY; PAASCH, KRISTI",08/16/2023,0.0
NEWPORT VACATION HOMES LLC,,918 W BALBOA BLVD # A,7095 INDIANA AVE STE 120,RIVERSIDE,939-700-18,"WOLF, ANITA M; WOLF, KEVIN R",,0.0
KAYE TOBIN SCHLICK LLC,,16672 ALGONQUIN ST,PO BOX 788,RIVERSIDE,178-181-02,"SCHLICK, KASY D; SCHLICK, KASY",,0.0
SEASAND PROPERTIES LLC,,221 1/2 34TH ST,1871 HILLCREST RD,ROCKLIN,933-940-55,"SANDER, CHRISTIANNE",05/26/2017,0.0
SEA ENVIRONMENT APTS LLC,,9632 HAMILTON AVE,46E PENINSULA CTR # 167,ROLLING HILLS ESTATES,149-201-56,", FAN TONY J; FAN, DAISY P",,0.0
GHT HB LLC,,14500 ASTRONAUTICS LN,580 SILVER SPUR RD,ROLLING HILLS ESTATES,195-111-50,"GLJ HOLDING LLC,",09/07/2004,0.0
CLAREWOOD LLC,,16621 MAYWOOD LN,11521 WEATHERBY RD,ROSSMOOR,146-612-13,"SHEN, DAVID T; CHUNG, SHIRLEY H",12/28/2000,0.0
MOUNT CARMEL INVESTMENTS LLC,,709 JAY CIR,11232 KENSINGTON RD,ROSSMOOR,025-191-16,"MAGGI, JUAN CARLOS",03/31/2017,0.0
SEAL BEACH COLLINS LLC,,12532 MONTECITO RD # 6,11402 PEMBERTON RD,ROSSMOOR,935-810-42,"COLLINS, LAURETTA O",07/26/2012,0.0
SEA BREEZE MOBILE ESTATESLLC,,5200 HEIL AVE,3261 DRUID LN,ROSSMOOR,146-221-08,"JAY, JOAN",,0.0
SDR LLC,,6561 SORENTO CIR,18437 STONEGATE LN,ROWLAND HEIGHTS,145-181-09,"CHANG, ROBERT T; CHANG, SANDRA T",,0.0
VIEUX-PORT OF HB LLC,,3817 MISTRAL DR,2108 N ST # C,SACRAMENTO,178-041-20,"ASDOURIAN, AVO",11/22/2019,0.0
TDJD INVESTMENTS LLC,,10140 DISNEY CIR,3631 TRUXEL RD # 1133,SACRAMENTO,155-053-34,"FOSTER, TAMAR; FOSTER, JONATHAN",,0.0
PACIFIC RANCH HOMES LLC,,19521 POMPANO LN UNIT 105,2108 N ST # N,SACRAMENTO,937-161-32,"BELIAKOVA, NATALLIA",09/29/2020,0.0
LOS CAB 111 LLC,,17200 NEWHOPE ST APT 111,2804 GATEWAY OAKS DR STE 100,SACRAMENTO,938-782-69,"PRIVATE RETIREMENT TRUST, ; HITCHMAN, BRETT",06/14/2017,0.0
THURIN LLC,,2079 THURIN ST,1401 21ST ST # R,SACRAMENTO,938-662-05,"LACY, FADDOUL",10/23/2020,0.0
3 POOCHES LLC,,18971 BEACH BLVD,2158 56TH AVE,SACRAMENTO,159-111-21,"MACMILLAN, MARCELLA GREGORY; THE MARCELLA MACMILLAN TRUST,",10/28/2022,0.0
CALLENS I LLC,,18533 BROOKHURST ST,PO BOX 4203,SALINAS,157-033-32,"FRIEDRICH, ALFRED R; ALFRED & BERNICE FRIEDRICH FMTR NON EXEM,",,0.0
CALLENS I LLC,,18579 BROOKHURST ST,PO BOX 4203,SALINAS,157-033-31,"FRIEDRICH, ALFRED R; ALFRED & BERNICE FRIEDRICH FMTR NON EXEM,",,0.0
CALLENS I LLC,,18583 BROOKHURST ST,PO BOX 4203,SALINAS,157-033-36,"FRIEDRICH, ALFRED R; ALFRED & BERNICE FRIEDRICH FMTR NON EXEM,",,0.0
CALLENS I LLC,,18511 BROOKHURST ST,PO BOX 4203,SALINAS,157-033-33,"FRIEDRICH, ALFRED R; ALFRED & BERNICE FRIEDRICH FMTR NON EXEM,",,0.0
CALLENS I LLC,,18621 BROOKHURST ST,PO BOX 4203,SALINAS,157-033-34,"FRIEDRICH, ALFRED R; ALFRED & BERNICE FRIEDRICH FMTR NON EXEM,",,0.0
CALLENS I LLC,,18625 BROOKHURST ST,PO BOX 4203,SALINAS,157-033-35,"FRIEDRICH, ALFRED R; ALFRED & BERNICE FRIEDRICH FMTR NON EXEM,",,0.0
SWEET AND SALTY LLC,,406 15TH ST,204 E 900 S,SALT LAKE CITY,024-021-32,"PAUL, MARK H; PAUL, JANA R",05/24/2017,0.0
ROMAX PROPERTIES SERIES LLC," CORNFIELD, HOWARD",7801 HAPPY DR APT 104,5810 WORTH PKWY APT 2102,SAN ANTONIO,933-872-50,"CORNFIELD, HOWARD",,0.0
PELICAN COAST HOLDINGS LLC,,3 AUVERGNE,9311 SAN PEDRO AVE STE 600,SAN ANTONIO,936-461-06,"MAAE HOMESTEAD TRUST, ; AMATO, CHARLES E",05/16/2025,0.0
SCURR PROPERTIES LLC,,7781 RONALD DR,3205 SANGRE DE TORO,SAN CLEMENTE,165-301-45,"SCURR, ALEXANDER E; SCURR, MARTHA L",03/12/2021,0.0
SANTA BELINDA PROPERTIES LLC,,8644 PORTOLA CT UNIT 12F,2128 VIA TECA,SAN CLEMENTE,932-800-88,"BOYD, CHARLES R; BOYD, KELLY E",07/19/2012,0.0
SANTA BELINDA PROPERTIES LLC,,8877 LAUDERDALE CT # 64,2128 VIA TECA,SAN CLEMENTE,933-520-64,"BOYD, CHARLES R; BOYD, KELLY E",08/12/2016,0.0
3 ENCORE LLC,,3 ENCORE CT # 247,49 CALLE CAREYES,SAN CLEMENTE,932-582-47,"MCLAUGHLIN, PATRICK M; MCLAUGHLIN, ANGIE E",08/07/2024,0.0
JAO REAL PROPERTIES LLC,,2010 CALIFORNIA ST,235 VIA SOCORRO,SAN CLEMENTE,025-081-09,"OPITTEK, JUDITH A",03/10/2008,0.0
MAIN STREET HB LLC,,201 MAIN ST,315 CALLE PESCADOR,SAN CLEMENTE,024-147-40,"STAUFFER, LYNN MARIE; CAVERLY, JEFFREY CLARK",,0.0
ELLIS GOTHARD LLC, ELLIS EDINGER LC,16182 GOTHARD ST # A-F,806 AVENIDA PICO # I251,SAN CLEMENTE,142-511-13,"ELLIS, TRACY W; ELLIS, KATHY L",,0.0
S & A PROPERTY HOLDINGS LLC,,14272 SUFFOLK ST,425 W BEECH ST UNIT 1505,SAN DIEGO,195-421-28,"DARRIEULAT, STACIE ANN; BRISCOE, AUDREY DENISE",,0.0
TS REAL ESTATE LLC,,16532 TRIPP CIR,4797 EDISON ST,SAN DIEGO,107-394-03,"SINGLETARY, TYLER; SINGLETARY, TYLER",06/15/2018,0.0
20101CROWNREEF LLC,,20101 CROWN REEF LN,3434 UNIVERSITY AVE,SAN DIEGO,151-022-02,"ZLOTIN, DEMA",01/22/2001,0.0
CATHERINE GEORGE LLC,,16746 REDWING LN # 42,4350 RODRIGO DR,SAN DIEGO,934-570-42,"CAPPER, LISA KAY; KING, WILLIAM JESSE",,0.0
HOLO VENTURES LLC,,56 LESSAY,PO BOX 27600,SAN DIEGO,936-464-09,"HO, HARRY; LO, CARRIE",09/28/1995,0.0
BROOKHURST SHOPPING CENTER LLC,,6962 EDINGER AVE,9968 HIBERT ST STE 200,SAN DIEGO,146-463-14,", HOME DEPOT U S A INC",10/31/1997,0.0
SCI PROPERTY LLC,,6946 WARNER AVE,815 J ST STE 202,SAN DIEGO,165-081-20,"MACKENZIE, KEVIN; MACKENZIE, TARA",08/22/2019,0.0
JS PROPERTIES LLC,,121 MAIN ST,4475 MISSION BLVD STE 226,SAN DIEGO,024-153-17,"SHAW, JACOB C; SHAW, CLAUDIA M",03/22/2024,0.0
BROOKHURST SHOPPING CENTER LLC, AAE PACIFIC PARK,6832 EDINGER AVE,8294 MIRA MESA BLVD,SAN DIEGO,146-463-22,"D M A HOLDINGS L P,",,0.0
BROOKHURST SHOPPING CENTER LLC,,6856 EDINGER AVE,9968 HIBERT ST STE 200,SAN DIEGO,146-463-25,"D M A HOLDINGS L P,",,0.0
BROOKHURST SHOPPING CENTER LLC, AAE PACIFIC PARK,16061 GOLDENWEST ST,8294 MIRA MESA BLVD,SAN DIEGO,146-463-24,"TEPPER, LAWRENCE; ARONSOHN, AUDREY J",,0.0
KLS PROPERTY LLC,,5972 WARNER AVE,17659 ALVA RD,SAN DIEGO,163-080-02,"HORNER, JOHN L; FRIESS, JILL S",01/11/2011,0.0
14520 DELTA LANE ACQUISITION LLC,,14520 DELTA LN,325 W WASHINGTON ST # 2148,SAN DIEGO,195-111-57,"BURKE HUNTINGTON BEACH II LP, ; BURKE, WILLIAM B",12/21/2012,0.0
OCEAN PERFORMANCE GROUP LLC,,223 34TH ST,1372 PUENTE AVE,SAN DIMAS,933-940-82,"OCEAN PERFORMANCE GROUP LLC,",10/23/2015,0.0
OCEAN PERFORMANCE GROUP LLC,,223 1/2 34TH ST,1372 PUENTE AVE,SAN DIMAS,933-940-83,"OCEAN PERFORMANCE GROUP LLC,",11/13/2015,0.0
BOARDWALK BLISS LLC,,600 E OCEANFRONT APT 3A,190 E ARROW HWY STE I,SAN DIMAS,932-160-17,"SHEHATA, NAIROUZ; SHEHATA, HELDA",08/29/2019,0.0
SJK CONDOS LLC,,300 3RD ST,683 CLIFFSIDE DR,SAN DIMAS,024-144-10,"3RD STREET REAL ESTATE PARTNERS LLC,",02/05/2021,0.0
LUTFORD WEST LLC,,5572 LUTFORD CIR,36 ELSIE ST,SAN FRANCISCO,195-431-16,"HUO, SUNNY; KRALOWEC, KIMBERLY A",,0.0
COOPER FAMILY LEGACY LLC," MCGEE, TIMOTHY S",16061 BEACH BLVD,PMB 380-4597,SAN FRANCISCO,142-081-18,"MCGEE, RILEY SEAN",03/10/2022,0.0
COOPER FAMILY LEGACY LLC," MCGEE, TIMOTHY S",16071 BEACH BLVD,PMB 380-4597,SAN FRANCISCO,142-081-26,"MCGEE, RILEY SEAN",03/10/2022,0.0
KS WONG NORTH LLC,,7814 ALHAMBRA DR,413 WARNER LN,SAN GABRIEL,142-103-06,"WONG, KENTON D",08/26/2021,0.0
V V PROPERTY LLC,,16141 DAVIS LN,550 PARROTT ST STE 40,SAN JOSE,146-072-17,"AND, VU KHAC NGUYEN; NGUYEN, VAN HONG",03/18/2024,0.0
SCCRIESLING LLC,,417 AURA DR,954 CHESTNUT ST,SAN JOSE,932-073-24,"MONTES, DANIEL; DANIEL MONTES 1992 TRUST,",,0.0
PC GROUP RETAIL LLC,,21010 PACIFIC COAST HWY # A,60 S MARKET ST STE 1120,SAN JOSE,024-272-01,"21002 HB LLC,",,0.0
INGET LLC,,7100 CERRITOS AVE UNIT 117,11040 BOLLINGER CANYON RD # E-886,SAN RAMON,931-345-58,"MARTINEZ, JUAN MIGUEL",02/11/2010,0.0
CATALYST PROPERTIES LLC,,7801 ELLIS AVE,416 W SAN YSIDRO BLVD # L1060,SAN YSIDRO,159-042-14,"FIX, MICHAEL; TABET, JENIFER LYNN",08/26/2004,0.0
PASSMORE LLC,,15252 LA SALLE LN,9100 S 300 W,SANDY,145-172-01,"HAMILTON III, WILLIAM R; HAMILTON, KELLY R E",03/28/2008,0.0
PASSMORE LLC,,18292 FIELDBURY LN,9100 S 300 W,SANDY,159-254-03,"HAMILTON III, WILLIAM R; HAMILTON, KELLY R E",07/23/2010,0.0
HB RETREAT LLC,,523 8TH ST,2684 E CASSOWARY DR,SANDY,024-103-27,"PETERSON, CLARK",01/31/2022,0.0
KQECA LLC,,12654 SCOTTSDALE CIR UNIT B,12913 TWR RD 474,SANDYVILLE,937-673-84,"DIEMER, DOUGLAS J; DIEMER, MIRANDA R",,0.0
COOKIE HUMPHREY LLC,,7292 ELK CIR,4475 MEADOWLARK LN,SANTA BARBARA,142-232-24,"O NEIL, TARYN J; HILKEN, TODD",,0.0
COOKIE HUMPHREY LLC,,7302 ELK CIR,4475 MEADOWLARK LN,SANTA BARBARA,142-232-25,"O NEIL, TARYN J; HILKEN, TODD",,0.0
SOCAL HOLDING LLC,,20101 GOLDENWEST ST,27200 TOURNEY RD STE 315,SANTA CLARITA,023-181-54,"SCHULTZ, ROBERT H; SCHULTZ, JOAN K",12/16/2002,0.0
MALKIN HB HOUSE LLC,,22351 HARWICH LN,301 ISBEL DR,SANTA CRUZ,149-371-21,"MALKIN, DIANA H; DIANA H MALKIN TRUST 2021,",,0.0
JANICE O PROPERTIES LLC,,17051 MARINABAY DR,12645 CLARK ST,SANTA FE SPRINGS,178-654-40,"WOODLEY, GEORGE A; WOODLEY, JANICE O",,0.0
JANICE O PROPERTIES LLC,,7114 FOREST GLEN DR,12645 CLARK ST,SANTA FE SPRINGS,111-401-07,"WOODLEY, GEORGE A; WOODLEY, JANICE O",03/17/2004,0.0
OVS ONE LLC,,613 18TH ST,9830 NORWALK BLVD STE 130,SANTA FE SPRINGS,023-141-34,"ANGUES, SEAN; SEAN ANGUES LIVING TRUST,",09/14/2017,0.0
AMJM PROPERTIES LLC,,1822 MAIN ST,12330 GREENSTONE AVE,SANTA FE SPRINGS,023-062-23,"MEHTA, SUJAY",02/09/2024,0.0
AMJM PROPERTIES LLC,,1820 MAIN ST,12330 GREENSTONE AVE,SANTA FE SPRINGS,023-062-21,"MEHTA, SUJAY",08/24/2017,0.0
1701 PARK ST LLC,,1701 PARK ST,12330 GREENSTONE AVE,SANTA FE SPRINGS,023-063-05,"LOW, TEDDY; LOW, TINA",06/20/2023,0.0
JANICE O PROPERTIES LLC,,215 WICHITA AVE APT 506,12645 CLARK ST,SANTA FE SPRINGS,937-165-13,"WOODLEY, GEORGE A; WOODLEY, JANICE O",,0.0
JANICE O PROPERTIES LLC,,2323 HUNTINGTON ST APT 801,12645 CLARK ST,SANTA FE SPRINGS,937-165-32,"WOODLEY, GEORGE A; WOODLEY, JANICE O",,0.0
214 SPRINGFIELD LLC,,214 SPRINGFIELD AVE,12330 GREENSTONE AVE,SANTA FE SPRINGS,025-033-20,"LOW, TINA MEHTA",02/23/2021,0.0
DELAWARE 224 LLC,,1001 DELAWARE ST,12330 GREENSTONE AVE,SANTA FE SPRINGS,025-103-13,"MEHTA, SHAAN",11/30/2017,0.0
FRR LLC,,17711 CRABB LN,12304 MCCANN DR,SANTA FE SPRINGS,165-291-14,"LENZKES JR, RUDOLF",,0.0
FRR LLC,,17712 CRABB LN,12304 MCCANN DR,SANTA FE SPRINGS,165-291-15,"LENZKES JR, RUDOLF",,0.0
19385 HBRE LLC,,19385 WOODLANDS DR,PO BOX 2611,SCOTTSDALE,023-341-16,"BERMAN, MICHAEL A; BERMAN LIVING TRUST,",07/26/2018,0.0
CKP ENTERPRISES LLC,,522 13TH ST,9889 E SHARON DR,SCOTTSDALE,024-017-30,"PRUETT, KEVIN; PRUETT, CINDY",04/09/2021,0.0
HOPDEN LLC,,715 10TH ST,9971 E DESERT JEWEL DR,SCOTTSDALE,024-043-12,"COGNATA, CHRISTINA",10/17/2022,0.0
SFR 2012-1 U S WEST LLC,,1200 PACIFIC COAST HWY APT 104,8665 E HARTFORD DR STE 200,SCOTTSDALE,939-500-84,"FEDERAL NATIONAL MORTGAGE ASSOCIATION,",,0.0
SFR 2012-1 U S WEST LLC,,97 SEABOROUGH # 50,8665 E HARTFORD DR STE 200,SCOTTSDALE,931-804-90,"FEDERAL NATIONAL MORTGAGE ASSOCIATION,",06/28/1999,0.0
DOLORES RE HOLDINGS LLC,,16721 DOLORES LN,5815 E REDFIELD RD,SCOTTSDALE,178-181-08,"VAN HERK, JOHANNES A",07/14/2008,0.0
PEARCE RE HOLDINGS LLC,,4752 PEARCE DR,5815 E REDFIELD RD,SCOTTSDALE,178-243-15,"VAN HERK, JOHANNES A",03/14/2008,0.0
MILO RE HOLDINGS LLC,,4672 MILO DR,5815 E REDFIELD RD,SCOTTSDALE,178-253-22,"VAN HERK, JOHANNES A",03/14/2008,0.0
ALABAMA RE HOLDINGS LLC,,1416 ALABAMA ST,5815 E REDFIELD RD,SCOTTSDALE,025-043-08,"VAN HERK, JOHANNES A",03/14/2008,0.0
WINDSPIJN HTT PROPERTIES LLC,,3475 WINDSPUN DR,PO BOX 2111,SEAL BEACH,178-702-10,"THE HELEN T TRAN SURVIVORS TRUST, ; TRAN, HELEN T",09/21/2000,0.0
THE HOUSE WITH TWO CHIMNEYS LLC,,15301 YORKSHIRE LN,323 MAIN ST # 200,SEAL BEACH,145-133-05,"WEATHERS, NICHOLAS; WEATHERS, APRIL",02/27/2019,0.0
TELLIM ESTATE LLC,,16112 TELLIM LN,210 COASTLINE DR,SEAL BEACH,146-364-07,"HERNANDEZ, MARTIN",,0.0
MOODY FAMILY HOLDINGS SB LLC,,16325 S PACIFIC AVE # 1,1630 CRESTVIEW AVE,SEAL BEACH,178-511-08,"STOSKOPF, LINDA M; LINDA MOODY STOSKOPF TRUST,",,0.0
MOODY FAMILY HOLDINGS SB LLC,,16341 S PACIFIC AVE,1630 CRESTVIEW AVE,SEAL BEACH,178-511-11,"STOSKOPF, LINDA M; LINDA MOODY STOSKOPF TRUST,",,0.0
STEWART INDUSTRIES LLC,,3311 BOUNTY CIR,1077 PACIFIC COAST HWY # 247,SEAL BEACH,178-431-14,"STEWART, JOSH; STEWART, BRENDA",05/04/2021,0.0
OBERMAN FAMILY ONE LLC,,20892 BEACHWOOD LN,307 REGATTA WAY,SEAL BEACH,151-142-12,"KHAGI, IRENE OBERNIAN; FRENE OBGRMAN KHAGI GIFT TRUST,",09/26/2012,0.0
OBERMAN FAMILY TWO LLC,,22001 CATALINA CIR,307 REGATTA WAY,SEAL BEACH,114-502-11,"KHAGL, IRENE OBERMAN; IRENE OBERMAN KHAGL GIFT TRUST,",,0.0
BIXBYBEACH LLC,,17072 PACIFIC COAST HWY UNIT 101,152 13TH ST,SEAL BEACH,932-171-01,"WEST, MARIE K; GOUGH WICKOREK, MARLA L",,0.0
4682 WARNER AVE A105 LLC,,4682 WARNER AVE UNIT A105,12275 NANTUCKET PL,SEAL BEACH,939-540-05,"CARASSO, DOUGLAS M",09/20/2004,0.0
CLAY HTT PROPERTIES LLC,,7341 CLAY AVE,PO BOX 2111,SEAL BEACH,935-760-42,"THE HELEN T TRAN SURVIVORS TRUST, ; TRAN, HELEN T",01/03/2020,0.0
OLD TOWN APARTMENTS LLC,,1105 CALIFORNIA ST,1605 CATALINA AVE,SEAL BEACH,025-106-04,"ZYLSTRA, JUDITH ARLENE; RICHARD LEE ZYLSTRA & JUDITH ARLENE ZYLS,",12/19/2019,0.0
OLD TOWN APARTMENTS LLC,,1101 CALIFORNIA ST,1605 CATALINA AVE,SEAL BEACH,025-106-05,"ZYLSTRA, JUDITH ARLENE; RICHARD LEE ZYLSTRA & JUDITH ARLENE ZYLS,",12/19/2019,0.0
OLD TOWN APARTMENTS LLC,,1006 CALIFORNIA ST,1605 CATALINA AVE,SEAL BEACH,025-103-16,"ZYLSTRA, JUDITH ARLENE; RICHARD LEE ZYLSTRA & JUDITH ARLENE ZYLS,",12/19/2019,0.0
SEAL TEN LLC,,16700 BLANTON LN,311 MAIN ST STE 7,SEAL BEACH,178-183-08,"SEAL TEN PARTNERSHIP,",,0.0
OLD TOWN APARTMENTS LLC,,906 DELAWARE ST,1605 CATALINA AVE,SEAL BEACH,025-168-09,"ZYLSTRA, JUDITH ARLENE; RICHARD LEE ZYLSTRA & JUDITH ARLENE ZYLS,",08/16/2021,0.0
MOODY FAMILY HOLDINGS SB LLC,,16335 S PACIFIC AVE,1630 CRESTVIEW AVE,SEAL BEACH,178-511-09,"LINDA MOODY STOSKOPF TRUST, ; STOSKOPF, LINDA M",11/27/2024,0.0
KASUMI 2 LLC,,6521 HALIFAX DR,2200 N 59TH ST,SEATTLE,145-181-26,"KASUMI NO 2 LLC,",,0.0
PLHBCA LLC,,18371 PAMMY LN,931 N 90TH ST,SEATTLE,159-043-11,"SULLY JR, BRIAN JOHN; SULLY, ELIZABETH",,0.0
LITTON SEASIDE HOLDINGS LLC,,15321 STANFORD LN,PO BOX 314,SEDALIA,145-172-12,"LITTON, KATHERINE; KATHERINE LITTON PERSONAL ASSET TRUST NO,",01/04/2007,0.0
LITTON SEASIDE PROPERTIES LLC,,15832 AULNAY LN,PO BOX 314,SEDALIA,145-292-08,"LITTON SEASIDE HOLDINGS LLC,",01/04/2007,0.0
LITTON SEASIDE PROPERTIES LLC,,7751 ALHAMBRA DR,PO BOX 314,SEDALIA,142-102-38,"LITTON, KATHERINE; KATHERINE LITTON PERSONAL ASSET TRUST NO,",01/04/2007,0.0
LITTON SEASIDE HOLDINGS LLC,,19592 WATERBURY LN,PO BOX 314,SEDALIA,153-324-02,"LITTON, KATHERINE",10/28/1993,0.0
AEV TRAN INVESTMENT LLC,,6928 HOMER ST,5230 TAYLOR CT,SHEFFIELD VILLAGE,897-210-94,"TRAN, HAI PHU; VUONG, NGUYET BICH",07/28/2010,0.0
CARDON MANAGEMENT LLC,,3321 ADMIRALTY DR,30 N GOULD ST # R,SHERIDAN,178-431-31,"RIEGELMAN, KURT; ALLIANCE TRUST COMPANY,",07/26/2021,0.0
TT KAMPEN LLC,,17091 KAMPEN LN,30 N GOULD ST # R,SHERIDAN,167-343-05,"TRUONG, TONY; DANG, DIANE DIEM",09/21/2015,0.0
JOESEF YOUSSEF LLC,,57 SURFSIDE AVE # A,14811 JADESTONE DR,SHERMAN OAKS,178-481-41,"YOUSSEF, JOESEF; YOUSSEF, BASMA",12/10/2025,0.0
VBHB 18962 LLC,,18962 PEARL ISLAND CT # 5,13101 MORRISON ST,SHERMAN OAKS,937-403-11,"LOKSHIN, INNA; LOKSHIN, ELAINE",04/17/2002,0.0
